,company,inches,ram,weight,price,new_screenreso,new_cpu,new_clockspd,new_gpu,new_OS,isTouchScrn,Memory,HDD,SSD
888,Acer,11.6,4,1.25,15824.16,1366x768,Intel other Processor,1.6,Intel,Other,0,32GB Flash Storage,0,0
889,Lenovo,17.3,4,2.8,20193.12,1600x900,AMD Processor,2.2,AMD,Windows,0,500GB HDD,500,0
890,HP,14.0,4,1.95,67399.2,1920x1080,Intel Core i5,2.5,Intel,Windows,0,128GB SSD,0,128
891,HP,13.3,16,1.42,74538.72,3200x1800,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
892,Samsung,15.0,8,1.17,90522.72,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
893,Lenovo,14.0,8,1.32,95850.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
894,MSI,17.3,16,2.43,141138.72,3840x2160,Intel Core i7,2.6,Nividia,Windows,0,512GB SSD +  2000 HDD,2000,512
895,Toshiba,13.3,8,1.05,78588.0,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
896,Dell,15.6,8,2.62,49497.12,1920x1080,Intel Core i7,2.8,Nividia,Linux,0,1000 HDD,1000,0
897,HP,15.6,8,2.04,47952.0,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,1000 HDD,1000,0
898,Dell,15.6,4,2.18,32713.92,1366x768,Intel Core i3,2.0,AMD,Windows,0,1000 HDD,1000,0
899,Dell,15.6,8,1.9,49816.8,1920x1080,Intel Core i5,2.6,Intel,Windows,0,500GB HDD,500,0
900,Dell,13.3,8,1.24,107257.96800000001,3200x1800,Intel Core i7,1.3,Intel,Windows,1,512GB SSD,0,512
901,Asus,17.3,32,3.58,68145.12,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD +  256GB SSD,0,512
902,Dell,13.3,16,1.22,87858.72,1920x1080,Intel Core i7,1.3,Intel,Windows,1,256GB SSD,0,256
903,Lenovo,14.0,8,1.13,109170.72,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB Flash Storage,0,0
904,Lenovo,15.6,8,1.95,104588.1072,1920x1080,Intel Core i5,2.5,Intel,Windows,0,512GB SSD,0,512
905,LG,15.6,16,1.08,111834.72,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
906,HP,12.5,8,1.26,79014.23999999999,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
907,Acer,15.6,4,2.2,19127.52,1920x1080,Intel other Processor,1.5,Intel,Other,0,16GB Flash Storage,0,0
908,Lenovo,15.6,8,2.6,42037.92,1920x1080,Intel Core i5,2.3,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
909,LG,14.0,8,0.98,101178.72,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
910,Dell,14.0,8,1.6,64202.4,1920x1080,Intel Core i5,2.8,Intel,Windows,0,256GB SSD,0,256
911,HP,12.5,8,1.09,165168.0,3840x2160,Intel other Processor,1.2,Intel,Windows,1,240GB SSD,0,240
912,Lenovo,15.6,6,2.2,42037.92,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
913,HP,15.6,8,2.04,54291.78719999999,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
914,Acer,15.6,4,2.4,26586.72,1920x1080,Intel Core i3,2.4,Intel,Windows,0,1000 HDD,1000,0
915,Lenovo,13.3,4,1.44,46939.68,1920x1080,Intel Core i5,2.5,Intel,Windows,0,128GB SSD,0,128
916,HP,13.3,8,1.49,51148.8,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
917,MSI,17.3,16,2.7,85194.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
918,Dell,15.6,16,2.6,71874.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
919,MSI,15.6,8,2.2,59668.80480000001,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
920,Dell,15.6,4,2.18,36496.2672,1366x768,Intel Core i5,2.5,AMD,Windows,0,1000 HDD,1000,0
921,HP,15.6,8,1.84,69103.62719999999,1920x1080,Intel Core i7,2.5,AMD,Windows,0,256GB SSD,0,256
922,HP,13.3,8,1.39,61218.72,3200x1800,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
923,Toshiba,15.6,16,2.4,105228.0,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD,0,256
924,Lenovo,13.3,8,1.37,97236.0,1920x1080,Intel Core i5,2.5,Intel,Windows,1,512GB SSD,0,512
925,Dell,15.6,4,1.95,38889.072,1366x768,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
926,Lenovo,12.5,8,1.36,87912.0,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
927,HP,15.6,8,2.31,62071.2,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
928,Dell,15.6,4,2.18,37725.4368,1366x768,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
929,HP,14.0,4,1.95,61218.72,1366x768,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
930,Lenovo,15.6,4,2.2,16463.52,1366x768,Intel other Processor,1.1,Intel,Windows,0,1000 HDD,1000,0
931,HP,12.5,4,1.26,84129.12,1920x1080,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
932,HP,15.6,4,1.86,15392.592,1366x768,Intel other Processor,1.6,Intel,Other,0,1000 HDD,1000,0
933,Lenovo,13.3,16,1.3,95850.72,3200x1800,Intel Core i7,2.2,Intel,Windows,1,1000 SSD,0,1000
934,Toshiba,14.0,4,1.47,58874.4,1920x1080,Intel Core i5,2.3,Intel,Windows,0,128GB SSD,0,128
935,HP,12.5,8,1.26,88924.31999999998,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
936,Dell,15.6,4,2.18,29762.208,1366x768,Intel Core i3,2.0,Intel,Windows,0,1000 HDD,1000,0
937,MSI,15.6,8,2.2,63882.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
938,Dell,14.0,8,1.36,87325.92,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
939,Dell,17.3,16,4.36,146946.24,2560x1440,Intel Core i7,2.7,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
940,HP,17.3,8,2.75,74538.72,1920x1080,Intel Core i5,2.3,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
941,Asus,17.3,4,2.8,28238.4,1600x900,Intel other Processor,1.6,Nividia,Windows,0,1000 HDD,1000,0
942,Acer,15.6,4,2.23,32980.32,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
943,Toshiba,15.6,8,2.2,59620.32,1366x768,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
944,Lenovo,11.3,8,1.1,69210.72,1920x1080,Intel other Processor,1.2,Intel,Windows,1,256GB SSD,0,256
945,Lenovo,15.6,16,2.5,53226.72,1920x1080,AMD Processor,2.1,AMD,Windows,0,512GB SSD +  1000 HDD,1000,512
946,Dell,12.5,8,1.36,78438.81599999999,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
947,Lenovo,15.6,8,2.2,36496.8,1920x1080,Intel Core i7,2.7,Nividia,Other,0,1000 HDD,1000,0
948,Dell,17.3,4,2.36,35111.52,1600x900,Intel Core i3,2.0,AMD,Windows,0,1000 HDD,1000,0
949,Acer,14.0,4,1.68,18594.72,1366x768,Intel other Processor,1.6,Intel,Other,0,32GB Flash Storage,0,0
950,HP,15.6,8,2.0,119826.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,8GB SSD,0,8
951,Dell,14.0,8,1.36,94572.0,1920x1080,Intel Core i7,2.8,Intel,Windows,0,256GB SSD,0,256
952,Toshiba,13.3,8,1.2,77788.8,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
953,Asus,12.5,8,1.2,61751.52,1920x1080,Intel other Processor,1.2,Intel,Other,0,64GB Flash Storage,0,0
954,Lenovo,14.0,8,1.7,79333.3872,1920x1080,Intel Core i7,2.6,Intel,Windows,0,256GB SSD,0,256
955,Dell,17.3,16,4.36,168045.12,3840x2160,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
956,Dell,13.3,8,1.24,101178.72,1920x1080,Intel Core i5,1.2,Intel,Windows,1,256GB SSD,0,256
957,HP,11.6,4,1.45,41292.0,1366x768,Intel other Processor,1.1,Intel,Windows,1,256GB SSD,0,256
958,Dell,13.3,8,1.3,67559.04,3200x1800,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
959,Acer,11.6,4,1.25,20725.92,1366x768,Intel other Processor,1.6,Intel,Other,1,32GB Flash Storage,0,0
960,Toshiba,13.3,8,1.2,81784.8,1920x1080,Intel Core i5,2.4,Intel,Windows,0,256GB SSD,0,256
961,Lenovo,12.5,8,1.36,93772.8,1920x1080,Intel Core i5,2.6,Intel,Windows,0,256GB SSD,0,256
962,Acer,15.6,12,2.4,53759.52,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
963,Toshiba,12.5,8,1.1,95371.2,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
964,HP,15.6,8,2.04,45101.52,1366x768,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
965,Dell,15.6,4,2.25,24808.2336,1366x768,Intel Core i3,2.0,AMD,Linux,0,1000 HDD,1000,0
966,Dell,15.6,4,1.9,43956.0,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
967,HP,15.6,4,2.04,36496.8,1920x1080,Intel Core i3,2.4,Intel,Windows,0,500GB HDD,500,0
968,Dell,17.3,32,4.42,167778.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
969,Lenovo,15.6,6,2.4,37029.6,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
970,Dell,13.3,16,1.22,101178.72,3200x1800,Intel Core i7,1.3,Intel,Windows,1,512GB SSD,0,512
971,Dell,14.0,8,1.5,104587.57439999998,2560x1440,Intel Core i7,2.6,Intel,Windows,1,256GB SSD,0,256
972,Dell,17.3,32,4.42,149184.0,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
973,Toshiba,14.0,8,1.95,62870.4,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
974,Asus,17.3,16,2.73,109218.67199999999,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
975,HP,15.6,8,2.04,52161.12,1920x1080,Intel Core i5,2.7,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
976,Lenovo,14.0,4,1.7,53386.56,1366x768,Intel Core i5,2.3,Intel,Windows,0,508GB Hybrid,0,0
977,Asus,15.6,16,2.3,95850.72,3840x2160,Intel Core i7,2.7,Nividia,Windows,1,512GB SSD +  2000 HDD,2000,512
978,HP,15.6,6,2.04,30849.12,1366x768,Intel Core i7,2.7,Intel,Windows,0,1000 HDD,1000,0
979,Asus,17.3,16,2.99,93186.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
980,Dell,15.6,12,2.19,69210.72,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
981,Toshiba,13.3,4,1.2,63669.6,1920x1080,Intel Core i5,2.3,Intel,Windows,0,128GB SSD,0,128
982,Lenovo,15.6,6,2.2,29250.72,1920x1080,AMD Processor,3.6,AMD,Windows,0,256GB SSD,0,256
983,Fujitsu,15.6,4,2.3,34578.72,1366x768,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
984,Toshiba,14.0,4,1.75,48751.2,1366x768,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
985,Dell,15.6,4,2.25,31914.72,1366x768,Intel Core i5,2.5,AMD,Windows,0,500GB HDD,500,0
986,HP,15.6,8,2.04,42943.68,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
987,Lenovo,15.6,8,2.5,63349.92,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
988,Dell,15.6,8,2.36,39906.72,1366x768,Intel Core i7,2.7,AMD,Windows,0,1000 HDD,1000,0
989,Dell,14.0,8,1.6,59620.32,1920x1080,Intel Core i5,2.5,Intel,Windows,0,128GB SSD,0,128
990,HP,12.5,8,0.97,101658.24,1920x1080,Intel other Processor,1.2,Intel,Windows,0,512GB SSD,0,512
991,HP,15.6,4,2.1,26586.72,1920x1080,Intel Core i3,2.0,AMD,Windows,0,128GB SSD +  1000 HDD,1000,128
992,Lenovo,15.6,4,1.9,14418.6336,1366x768,Intel other Processor,1.1,Intel,Other,0,128GB SSD,0,128
993,Lenovo,15.6,8,2.3,71874.72,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
994,Dell,13.3,8,1.68,47365.92,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
995,Asus,13.3,8,1.4,61272.0,3200x1800,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
996,HP,13.3,8,1.11,71874.72,1920x1080,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
997,Acer,15.6,4,2.4,20246.4,1366x768,Intel other Processor,1.1,Intel,Windows,0,500GB HDD,500,0
998,Asus,15.6,16,2.5,95850.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
999,HP,14.0,8,1.48,111301.92,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
1000,Acer,15.6,8,2.7,67132.8,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1001,HP,13.3,8,1.34,63349.92,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1002,Dell,15.6,4,2.18,29144.16,1366x768,Intel Core i3,2.4,Intel,Windows,0,128GB SSD,0,128
1003,HP,14.0,4,1.64,41505.12,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
1004,Toshiba,13.3,4,1.2,63669.6,1920x1080,Intel Core i5,2.3,Intel,Windows,0,128GB SSD,0,128
1005,HP,14.0,4,1.48,58607.46719999999,1366x768,Intel Core i5,2.4,Intel,Windows,0,256GB SSD,0,256
1006,HP,14.0,4,1.95,64202.4,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1007,HP,14.0,8,1.43,77202.72,1920x1080,Intel Core i7,2.6,Intel,Windows,0,256GB SSD,0,256
1008,HP,14.0,8,1.64,55904.5728,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
1009,HP,14.0,4,1.64,36443.52,1366x768,Intel Core i3,2.4,Intel,Windows,0,500GB HDD,500,0
1010,Dell,15.6,8,2.65,50562.72,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,1.0000 Hybrid,0,0
1011,HP,12.5,4,1.26,81997.92,1920x1080,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
1012,HP,14.0,4,1.48,84715.2,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1013,HP,14.0,8,1.54,100550.5488,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
1014,HP,13.3,4,1.49,42624.0,1366x768,Intel Core i3,2.4,Intel,Windows,0,500GB HDD,500,0
1015,Toshiba,13.3,8,1.5,64468.8,1366x768,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1016,HP,15.6,4,2.04,41025.0672,1366x768,Intel Core i3,2.4,Intel,Windows,0,256GB SSD,0,256
1017,Lenovo,17.3,16,2.4,158135.04,3840x2160,Intel Core i7,2.7,Nividia,Windows,0,512GB SSD,0,512
1018,Toshiba,14.0,8,1.47,79387.2,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1019,HP,14.0,8,1.43,118761.12,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
1020,Dell,15.6,4,2.08,42410.3472,1920x1080,Intel Core i3,2.3,Intel,Windows,1,1000 HDD,1000,0
1021,Toshiba,13.3,8,1.2,84715.2,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1022,HP,13.3,8,1.11,61218.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1023,HP,14.0,8,1.64,63159.7104,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
1024,Dell,15.6,8,2.09,55754.3232,1920x1080,Intel Core i5,2.4,Intel,Windows,0,500GB HDD,500,0
1025,HP,12.5,4,1.26,83063.52,1366x768,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1026,HP,14.0,4,2.31,63349.92,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
1027,HP,14.0,4,1.95,56476.8,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
1028,Dell,13.3,8,1.29,86526.72,3200x1800,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
1029,HP,17.3,8,2.63,57542.4,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
1030,HP,14.0,4,1.64,51841.44,1366x768,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1031,Acer,15.6,6,2.1,21791.52,1366x768,AMD Processor,3.0,AMD,Windows,0,1000 HDD,1000,0
1032,MSI,17.3,8,2.7,63499.10399999999,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1033,HP,14.0,8,1.95,63669.6,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1034,HP,15.6,8,1.84,65480.5872,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
1035,HP,12.5,8,1.26,71874.72,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
1036,HP,15.6,4,2.04,39533.76,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
1037,Toshiba,14.0,8,1.47,91908.0,1920x1080,Intel Core i7,2.6,Intel,Windows,0,256GB SSD,0,256
1038,Dell,15.6,8,2.09,56633.975999999995,1920x1080,Intel Core i5,2.4,Intel,Windows,0,256GB SSD,0,256
1039,HP,14.0,8,1.64,53839.9728,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1040,Lenovo,15.6,4,1.8,45128.16,1920x1080,Intel Core i7,2.5,Intel,Windows,1,256GB SSD,0,256
1041,Vero,14.0,2,1.45,11231.423999999999,1366x768,Intel other Processor,1.44,Intel,Windows,0,32GB Flash Storage,0,0
1042,Toshiba,15.6,16,2.4,75924.0,1920x1080,Intel Core i7,2.5,Nividia,Windows,0,256GB SSD,0,256
1043,Lenovo,15.6,8,2.3,55922.688,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1044,HP,14.0,4,1.54,53280.0,1920x1080,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
1045,HP,15.6,8,1.84,112065.9552,1920x1080,Intel Core i5,2.4,Intel,Windows,0,256GB SSD +  500GB HDD,500,256
1046,HP,14.0,8,1.43,78268.31999999999,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1047,MSI,17.3,16,3.78,82351.6992,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1048,Lenovo,17.3,16,4.6,122010.66719999998,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1049,Asus,11.6,4,1.2,15339.311999999998,1366x768,Intel other Processor,1.6,Intel,Other,0,16GB Flash Storage,0,0
1050,Lenovo,14.0,16,1.1,139593.6,2560x1440,Intel Core i7,2.6,Intel,Windows,0,256GB SSD,0,256
1051,HP,15.6,8,1.91,52161.12,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,1000 HDD,1000,0
1052,Dell,15.6,8,2.3,58288.32,1920x1080,Intel Core i5,2.7,Intel,Windows,1,256GB SSD,0,256
1053,HP,15.6,4,2.04,52161.12,1366x768,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1054,Dell,13.3,16,1.2,120093.12,3200x1800,Intel Core i7,2.7,Intel,Windows,1,1000 SSD,0,1000
1055,HP,15.6,4,2.31,37570.392,1366x768,Intel Core i3,2.3,Intel,Windows,0,500GB HDD,500,0
1056,HP,15.6,4,1.96,26586.72,1366x768,Intel Core i5,2.5,Intel,Other,0,500GB HDD,500,0
1057,Acer,15.6,8,2.4,23922.72,1366x768,AMD Processor,2.2,AMD,Windows,0,1000 HDD,1000,0
1058,Dell,13.3,12,1.6,69210.72,1920x1080,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
1059,MSI,15.6,16,2.94,96916.32,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1060,HP,15.6,8,2.04,57009.6,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
1061,Asus,17.3,16,4.0,53173.44,1920x1080,Intel Core i7,2.6,Nividia,Other,0,1000 HDD,1000,0
1062,Dell,15.6,4,2.25,29783.52,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
1063,Dell,15.6,16,2.32,52746.6672,1920x1080,Intel Core i7,2.7,AMD,Windows,0,2000 HDD,2000,0
1064,MSI,15.6,16,1.8,102777.12,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1065,Dell,13.3,8,1.29,77682.23999999999,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
1066,Asus,17.3,64,3.58,211788.0,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,1000 SSD,0,1000
1067,Dell,13.3,8,1.62,42517.9728,1920x1080,Intel Core i7,2.5,Intel,Windows,1,256GB SSD,0,256
1068,Dell,15.6,16,3.21,70809.12,3840x2160,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1069,Apple,12.0,8,0.92,69264.0,2304x1440,Intel other Processor,1.1,Intel,MAC OS,0,256GB Flash Storage,0,0
1070,Dell,15.6,4,2.06,25679.8944,1366x768,Intel Core i3,2.3,Intel,Windows,0,500GB HDD,500,0
1071,HP,15.6,4,2.31,63882.72,1366x768,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
1072,HP,12.5,8,1.26,63882.72,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1073,HP,13.3,8,1.49,58075.2,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
1074,Lenovo,12.5,8,1.3,91294.7472,1920x1080,Intel Core i7,2.5,Intel,Windows,1,256GB SSD,0,256
1075,Lenovo,17.3,8,3.0,35111.52,1600x900,Intel Core i5,2.3,AMD,Windows,0,1.0000 HDD,10000,0
1076,Lenovo,15.6,4,2.3,52054.56,1920x1080,Intel Core i5,2.3,Nividia,Windows,0,1000 HDD,1000,0
1077,MSI,17.3,16,3.78,133146.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1078,Lenovo,15.6,4,2.1,28771.2,1366x768,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
1079,HP,15.6,4,2.31,50083.2,1920x1080,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
1080,Lenovo,12.5,8,0.99,74538.72,2560x1440,Intel other Processor,1.2,Intel,Windows,1,512GB SSD,0,512
1081,Lenovo,17.3,32,4.6,172627.19999999998,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,512GB SSD +  1.0000 Hybrid,0,512
1082,Lenovo,10.1,4,0.69,34433.2656,1920x1200,Intel other Processor,1.44,Intel,Windows,1,64GB Flash Storage,0,0
1083,HP,13.3,16,1.3,109170.72,3840x2160,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
1084,Dell,15.6,8,2.18,39960.0,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
1085,HP,14.0,4,1.54,54931.14719999999,1920x1080,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
1086,HP,15.6,8,1.9,79653.59999999999,1920x1080,Intel Core i7,2.5,AMD,Windows,0,256GB SSD,0,256
1087,Lenovo,14.0,8,1.7,63882.72,1920x1080,Intel Core i5,2.3,Intel,Windows,0,180GB SSD,0,180
1088,HP,13.3,4,1.29,32767.2,3200x1800,Intel other Processor,1.5,Intel,Other,0,32GB Flash Storage,0,0
1089,Acer,15.6,4,2.4,20619.36,1366x768,AMD Processor,2.2,AMD,Windows,0,500GB HDD,500,0
1090,Dell,15.6,4,2.2,20965.1472,1366x768,Intel other Processor,1.6,Intel,Linux,0,500GB HDD,500,0
1091,HP,15.6,4,1.86,18434.3472,1366x768,Intel Core i3,2.0,Intel,Other,0,1000 HDD,1000,0
1092,Asus,17.3,8,2.7,85194.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1093,Dell,13.3,4,1.4,43601.687999999995,1920x1080,Intel Core i5,1.6,AMD,Windows,0,256GB SSD,0,256
1094,HP,12.5,4,2.4,85194.72,1366x768,Intel Core i5,2.3,Intel,Windows,0,128GB SSD,0,128
1095,Acer,15.6,8,2.4,42570.72,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
1096,Dell,15.6,8,2.36,34035.264,1920x1080,Intel Core i5,2.5,AMD,Windows,0,1000 HDD,1000,0
1097,MSI,17.3,8,2.6,85194.72,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,256GB SSD,0,256
1098,HP,15.6,4,1.96,26640.0,1366x768,Intel other Processor,1.6,Intel,Windows,0,1000 HDD,1000,0
1099,Asus,17.3,16,4.3,122490.72,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1100,Dell,12.5,4,1.5,60480.792,1366x768,Intel Core i3,2.3,Intel,Windows,0,500GB HDD,500,0
1101,Dell,12.5,4,1.5,62176.1616,1366x768,Intel Core i3,2.3,Intel,Windows,0,128GB SSD,0,128
1102,Acer,15.6,4,2.2,11135.52,1366x768,Intel other Processor,1.5,Intel,Other,0,16GB SSD,0,16
1103,HP,17.3,8,3.0,154458.72,1920x1080,Intel Core i7,2.6,AMD,Windows,0,1000 HDD,1000,0
1104,Lenovo,15.6,16,2.4,63882.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD,0,512
1105,Dell,12.5,8,1.5,75289.968,1366x768,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
1106,MSI,17.3,8,2.9,80516.20319999999,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
1107,Lenovo,15.6,4,2.1,46193.76,1920x1080,Intel Core i5,2.3,Intel,Windows,1,256GB SSD,0,256
1108,HP,15.6,4,2.1,21205.44,1920x1080,AMD Processor,2.5,AMD,Windows,0,1000 HDD,1000,0
1109,Asus,15.6,16,2.59,71341.92,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
